0.000000, 0.535828
0.000100, 0.550171
0.000200, 0.568787
0.000300, 0.602539
0.000400, 0.642822
0.000500, 0.593323
0.000600, 0.627319
0.000700, 0.511963
0.000800, 0.471619
0.000900, 0.578125
0.001000, 0.521057
0.001100, 0.482056
0.001200, 0.529480
0.001300, 0.556274
0.001400, 0.631165
0.001500, 0.508484
0.001600, 0.513062
0.001700, 0.602539
0.001800, 0.607910
0.001900, 0.559265
0.002000, 0.567261
0.002100, 0.656189
0.002200, 0.589172
0.002300, 0.488708
0.002400, 0.696045
0.002500, 0.505737
0.002600, 0.606995
0.002700, 0.574036
0.002800, 0.627380
0.002900, 0.634399
0.003000, 0.632324
0.003100, 0.625427
0.003200, 0.635681
0.003300, 0.612793
0.003400, 0.655029
0.003500, 0.603027
0.003600, 0.649109
0.003700, 0.595032
0.003800, 0.580566
0.003900, 0.638184
0.004000, 0.644165
0.004100, 0.664490
0.004200, 0.591248
0.004300, 0.766052
0.004400, 0.643799
0.004500, 0.614807
0.004600, 0.765442
0.004700, 0.574158
0.004800, 0.627197
0.004900, 0.577393
0.005000, 0.628174
0.005100, 0.752991
0.005200, 0.628296
0.005300, 0.665039
0.005400, 0.672791
0.005500, 0.682007
0.005600, 0.687866
0.005700, 0.744446
0.005800, 0.610962
0.005900, 0.710876
0.006000, 0.615967
0.006100, 0.613281
0.006200, 0.718323
0.006300, 0.591187
0.006400, 0.626587
0.006500, 0.580566
0.006600, 0.650818
0.006700, 0.691345
0.006800, 0.765076
0.006900, 0.613098
0.007000, 0.679504
0.007100, 0.771667
0.007200, 0.715149
0.007300, 0.733643
0.007400, 0.769714
0.007500, 0.772034
0.007600, 0.720642
0.007700, 0.724548
0.007800, 0.685791
0.007900, 0.756592
0.008000, 0.729919
0.008100, 0.812927
0.008200, 0.716675
0.008300, 0.716858
0.008400, 0.728088
0.008500, 0.692261
0.008600, 0.781860
0.008700, 0.753540
0.008800, 0.803406
0.008900, 0.856445
0.009000, 0.710571
0.009100, 0.798523
0.009200, 0.783936
0.009300, 0.795105
0.009400, 0.778809
0.009500, 0.650940
0.009600, 0.844910
0.009700, 0.827271
0.009800, 0.723267
0.009900, 0.837708
0.010000, 0.793945
0.010100, 0.781738
0.010200, 0.809387
0.010300, 0.699951
0.010400, 0.832886
0.010500, 0.865417
0.010600, 0.735901
0.010700, 0.845886
0.010800, 0.792175
0.010900, 0.761658
0.011000, 0.870972
0.011100, 0.859985
0.011200, 0.693115
0.011300, 0.795959
0.011400, 0.826721
0.011500, 0.820435
0.011600, 0.765625
0.011700, 0.850037
0.011800, 0.847351
0.011900, 0.769958
0.012000, 0.755005
0.012100, 0.764099
0.012200, 0.831421
0.012300, 0.762512
0.012400, 0.804382
0.012500, 0.888123
0.012600, 0.819458
0.012700, 0.808838
0.012800, 0.793274
0.012900, 0.788147
0.013000, 0.839844
0.013100, 0.897766
0.013200, 0.813293
0.013300, 0.811157
0.013400, 0.768555
0.013500, 0.838196
0.013600, 0.782104
0.013700, 0.829468
0.013800, 0.896973
0.013900, 0.692322
0.014000, 0.868896
0.014100, 0.900391
0.014200, 0.857971
0.014300, 0.965759
0.014400, 0.754395
0.014500, 0.834656
0.014600, 0.778381
0.014700, 0.843201
0.014800, 0.692993
0.014900, 0.786743
0.015000, 0.845154
0.015100, 0.889893
0.015200, 0.853027
0.015300, 0.900879
0.015400, 0.864014
0.015500, 0.754883
0.015600, 0.912170
0.015700, 0.834656
0.015800, 0.853394
0.015900, 0.883606
0.016000, 0.930481
0.016100, 0.893677
0.016200, 0.760986
0.016300, 0.768250
0.016400, 0.964111
