0.000000, 0.000000
0.000027, 0.000366
0.000054, 0.060456
0.000081, 0.102226
0.000108, 0.117248
0.000135, 0.207383
0.000162, 0.282862
0.000189, 0.287259
0.000216, 0.290556
0.000243, 0.304479
0.000270, 0.328662
0.000297, 0.334891
0.000324, 0.358340
0.000351, 0.371897
0.000378, 0.372996
0.000405, 0.412131
0.000432, 0.413230
0.000459, 0.440344
0.000486, 0.449137
0.000513, 0.454267
0.000540, 0.457565
0.000566, 0.467824
0.000593, 0.468923
0.000620, 0.470389
0.000647, 0.475885
0.000674, 0.483217
0.000701, 0.483584
0.000728, 0.485782
0.000755, 0.490545
0.000782, 0.508133
0.000809, 0.518026
0.000836, 0.518758
0.000863, 0.531878
0.000890, 0.536641
0.000917, 0.538473
0.000944, 0.539206
0.000998, 0.543899
0.001025, 0.547563
0.001052, 0.553792
0.001079, 0.554524
0.001106, 0.558555
0.001133, 0.560753
0.001187, 0.572478
0.001214, 0.576508
0.001241, 0.580539
0.001268, 0.580905
0.001295, 0.582004
0.001322, 0.586035
0.001349, 0.589699
0.001376, 0.590432
0.001403, 0.597393
0.001430, 0.598492
0.001484, 0.599225
0.001538, 0.602889
0.001565, 0.608019
0.001619, 0.619011
0.001646, 0.621942
0.001673, 0.623408
0.001699, 0.622604
0.001726, 0.626268
0.001753, 0.627734
0.001807, 0.630299
0.001834, 0.631398
0.001861, 0.632131
0.001942, 0.632864
0.001969, 0.633596
0.001996, 0.633963
0.002023, 0.638360
0.002050, 0.642390
0.002077, 0.644222
0.002131, 0.646420
0.002158, 0.649352
0.002185, 0.651520
0.002239, 0.653352
0.002266, 0.653718
0.002293, 0.655184
0.002320, 0.655917
0.002347, 0.656283
0.002374, 0.658115
0.002401, 0.659581
0.002455, 0.662879
0.002482, 0.666543
0.002509, 0.668008
0.002536, 0.670939
0.002563, 0.674388
0.002590, 0.678052
0.002617, 0.677615
0.002644, 0.680621
0.002698, 0.682087
0.002725, 0.683628
0.002779, 0.684361
0.002806, 0.685460
0.002832, 0.685902
0.002886, 0.687368
0.002913, 0.687734
0.002967, 0.688366
0.002994, 0.696869
0.003048, 0.704197
0.003075, 0.705371
0.003102, 0.706837
0.003129, 0.710797
0.003156, 0.712262
0.003183, 0.714094
0.003210, 0.715560
0.003264, 0.718858
0.003291, 0.720323
0.003318, 0.722522
0.003345, 0.723255
0.003372, 0.726919
0.003426, 0.727651
0.003453, 0.728384
0.003480, 0.730216
0.003507, 0.731757
0.003534, 0.732490
0.003615, 0.733589
0.003642, 0.734764
0.003669, 0.736596
0.003696, 0.737695
0.003723, 0.739893
0.003750, 0.741038
0.003777, 0.740967
0.003804, 0.743899
0.003831, 0.747563
0.003858, 0.753425
0.003885, 0.755919
0.003912, 0.756622
0.003938, 0.758088
0.003965, 0.759920
0.004019, 0.761385
0.004046, 0.761681
0.004073, 0.762414
0.004100, 0.763513
0.004154, 0.764246
0.004181, 0.768322
0.004208, 0.769787
0.004235, 0.770520
0.004262, 0.771619
0.004316, 0.774917
0.004343, 0.775283
0.004370, 0.778215
0.004397, 0.778581
0.004424, 0.778806
0.004451, 0.779539
0.004478, 0.780638
0.004532, 0.781371
0.004559, 0.784011
0.004613, 0.785477
0.004640, 0.785406
0.004667, 0.786947
0.004694, 0.788046
0.004721, 0.792152
0.004748, 0.796198
0.004775, 0.796860
0.004802, 0.796790
0.004829, 0.798988
0.004856, 0.799355
0.004883, 0.800087
0.004937, 0.800896
0.004964, 0.801262
0.004991, 0.801995
0.005018, 0.803460
0.005071, 0.807491
0.005125, 0.807857
0.005179, 0.808224
0.005206, 0.808956
0.005233, 0.807787
0.005260, 0.810718
0.005287, 0.812183
0.005314, 0.813283
0.005341, 0.813649
0.005395, 0.814311
0.005422, 0.816585
0.005449, 0.817760
0.005503, 0.818492
0.005530, 0.819225
0.005611, 0.819592
0.005692, 0.819958
0.005746, 0.821424
0.005773, 0.820987
0.005800, 0.822015
0.005881, 0.821945
0.005962, 0.822677
0.005989, 0.824143
0.006016, 0.823747
0.006070, 0.824479
0.006124, 0.824846
0.006178, 0.825579
0.006231, 0.825945
0.006258, 0.825508
0.006285, 0.828515
0.006339, 0.829247
0.006420, 0.829910
0.006447, 0.830718
0.006474, 0.831084
0.006501, 0.831817
0.006528, 0.832916
0.006555, 0.834748
0.006663, 0.834311
0.006690, 0.834678
0.006744, 0.835777
0.006798, 0.836439
0.006825, 0.836881
0.006852, 0.837247
0.006906, 0.837614
0.006960, 0.838422
0.006987, 0.839887
0.007014, 0.840254
0.007068, 0.841353
0.007095, 0.841719
0.007122, 0.842452
0.007149, 0.842819
0.007176, 0.844651
0.007203, 0.845750
0.007230, 0.846116
0.007257, 0.846849
0.007364, 0.847582
0.007391, 0.848315
0.007418, 0.848681
0.007472, 0.849414
0.007499, 0.851321
0.007553, 0.851763
0.007580, 0.852862
0.007607, 0.854328
0.007661, 0.854624
0.007688, 0.855723
0.007769, 0.856089
0.007850, 0.857630
0.007904, 0.859096
0.007931, 0.859462
0.007958, 0.859025
0.008012, 0.860170
0.008066, 0.860536
0.008093, 0.862368
0.008255, 0.863834
0.008282, 0.864567
0.008309, 0.865229
